Fiscal Year,County,Region,Program,Abuse Neglect Fatalities,Race Ethnicity,Age,Gender,Age Group
2019-01-01,Freestone,Austin,Child Protective Investigations,1,African American,1,Female,Toddler (2-4)
2019-01-01,Galveston,Houston,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2019-01-01,Galveston,Houston,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2019-01-01,Galveston,Houston,Child Protective Investigations,1,African American,5,Female,Child (5-9)
2019-01-01,Galveston,Houston,Child Protective Investigations,1,African American,5,Male,Child (5-9)
2019-01-01,Galveston,Houston,Child Protective Investigations,1,African American,7,Male,Child (5-9)
2019-01-01,Galveston,Houston,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2019-01-01,Galveston,Houston,Residential Child Care Investigations,1,Anglo,11,Male,Pre-Teen (10-14)
2019-01-01,Galveston,Houston,Residential Child Care Investigations,1,Anglo,16,Male,Teen (15-17)
2019-01-01,Galveston,Houston,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2019-01-01,Galveston,Houston,Child Protective Investigations,1,Hispanic,9,Male,Pre-Teen (10-14)
2019-01-01,Gray,Lubbock,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2019-01-01,Grayson,Arlington,Child Protective Investigations,1,African American,9,Female,Pre-Teen (10-14)
2019-01-01,Grayson,Arlington,Child Protective Investigations,1,Anglo,12,Male,Pre-Teen (10-14)
2019-01-01,Grayson,Arlington,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2019-01-01,Gregg,Tyler,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2019-01-01,Guadalupe,San Antonio,Child Protective Investigations,1,Anglo,5,Male,Child (5-9)
2019-01-01,Hale,Lubbock,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2019-01-01,Hardin,Beaumont,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2019-01-01,Harris,Houston,Child Protective Investigations,2,African American,0,Female,Infant (0-1)
2019-01-01,Harris,Houston,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2019-01-01,Harris,Houston,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,3,African American,2,Female,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,3,African American,2,Male,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,2,African American,3,Male,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,1,African American,4,Female,Child (5-9)
2019-01-01,Harris,Houston,Child Protective Investigations,1,African American,5,Female,Child (5-9)
2019-01-01,Harris,Houston,Child Protective Investigations,1,African American,6,Male,Child (5-9)
2019-01-01,Harris,Houston,Residential Child Care Investigations,1,African American,6,Male,Child (5-9)
2019-01-01,Harris,Houston,Child Protective Investigations,1,African American,8,Male,Child (5-9)
2019-01-01,Harris,Houston,Child Protective Investigations,1,African American,16,Male,Teen (15-17)
2019-01-01,Harris,Houston,Child Protective Investigations,1,African American,17,Male,Teen (15-17)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2019-01-01,Harris,Houston,Child Protective Investigations,2,Anglo,1,Male,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,2,Anglo,2,Male,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Anglo,14,Male,Teen (15-17)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Asian,5,Male,Child (5-9)
2019-01-01,Harris,Houston,Day Care Investigations,1,Hispanic,0,Female,Infant (0-1)
2019-01-01,Harris,Houston,Child Protective Investigations,3,Hispanic,0,Female,Infant (0-1)
2019-01-01,Harris,Houston,Day Care Investigations,1,Hispanic,0,Male,Infant (0-1)
2019-01-01,Harris,Houston,Child Protective Investigations,3,Hispanic,0,Male,Infant (0-1)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,2,Hispanic,2,Female,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,3,Female,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,14,Female,Teen (15-17)
2019-01-01,Harris,Houston,Child Protective Investigations,2,Hispanic,15,Female,Teen (15-17)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Other,0,Male,Infant (0-1)
2019-01-01,Harris,Houston,Child Protective Investigations,1,Other,6,Male,Child (5-9)
2019-01-01,Harrison,Tyler,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2019-01-01,Henderson,Tyler,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2019-01-01,Henderson,Tyler,Child Protective Investigations,1,Anglo,15,Female,Teen (15-17)
2019-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2019-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2019-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2019-01-01,Hidalgo,Edinburg,Child Protective Investigations,2,Hispanic,1,Male,Toddler (2-4)
2019-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,10,Male,Pre-Teen (10-14)
2019-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,11,Male,Pre-Teen (10-14)
2019-01-01,Hockley,Lubbock,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2019-01-01,Jefferson,Beaumont,Child Protective Investigations,1,African American,1,Female,Toddler (2-4)
2019-01-01,Johnson,Arlington,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2019-01-01,Kaufman,Arlington,Child Protective Investigations,1,African American,4,Female,Child (5-9)
2019-01-01,Kaufman,Arlington,Residential Child Care Investigations,1,Anglo,0,Female,Infant (0-1)
2019-01-01,Lubbock,Lubbock,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2019-01-01,Lubbock,Lubbock,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2019-01-01,Lubbock,Lubbock,Child Protective Investigations,1,Anglo,3,Female,Toddler (2-4)
2019-01-01,Lubbock,Lubbock,Child Protective Investigations,1,Anglo,4,Male,Child (5-9)
2019-01-01,Lubbock,Lubbock,Child Protective Investigations,1,Anglo,7,Male,Child (5-9)
2019-01-01,McLennan,Austin,Child Protective Investigations,1,Hispanic,2,Female,Toddler (2-4)
2019-01-01,McLennan,Austin,Child Protective Investigations,2,Hispanic,4,Male,Child (5-9)
2019-01-01,Midland,Midland,Child Protective Investigations,1,African American,6,Male,Child (5-9)
2019-01-01,Milam,Austin,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2019-01-01,Montgomery,Houston,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2019-01-01,Montgomery,Houston,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2019-01-01,Montgomery,Houston,Child Protective Investigations,2,Anglo,4,Male,Child (5-9)
2019-01-01,Montgomery,Houston,Child Protective Investigations,1,Anglo,10,Male,Pre-Teen (10-14)
2019-01-01,Montgomery,Houston,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2019-01-01,Montgomery,Houston,Child Protective Investigations,1,Hispanic,2,Female,Toddler (2-4)
2019-01-01,Montgomery,Houston,Child Protective Investigations,1,Hispanic,11,Female,Pre-Teen (10-14)
2019-01-01,Nacogdoches,Beaumont,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2019-01-01,Nueces,Edinburg,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2019-01-01,Nueces,Edinburg,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2019-01-01,Nueces,Edinburg,Child Protective Investigations,1,Hispanic,17,Male,Teen (15-17)
2019-01-01,Ochiltree,Lubbock,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2019-01-01,Orange,Beaumont,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2019-01-01,Orange,Beaumont,Child Protective Investigations,1,Hispanic,2,Female,Toddler (2-4)
2019-01-01,Palo Pinto,Arlington,Child Protective Investigations,1,Unknown,0,Female,Infant (0-1)
2019-01-01,Parker,Arlington,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2019-01-01,Parker,Arlington,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2019-01-01,Parker,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2019-01-01,Pecos,Midland,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2019-01-01,Polk,Beaumont,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2019-01-01,Potter,Lubbock,Child Protective Investigations,1,African American,8,Male,Child (5-9)
2019-01-01,Randall,Lubbock,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2019-01-01,Randall,Lubbock,Child Protective Investigations,1,Anglo,12,Female,Pre-Teen (10-14)
2019-01-01,Randall,Lubbock,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2019-01-01,Rusk,Tyler,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2019-01-01,Rusk,Tyler,Child Protective Investigations,1,Anglo,4,Female,Child (5-9)
2019-01-01,San Jacinto,Beaumont,Child Protective Investigations,1,Other,2,Male,Toddler (2-4)
2019-01-01,San Patricio,Edinburg,Child Protective Investigations,1,African American,4,Male,Child (5-9)
2019-01-01,San Patricio,Edinburg,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2019-01-01,San Patricio,Edinburg,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2019-01-01,Smith,Tyler,Child Protective Investigations,1,Anglo,3,Female,Toddler (2-4)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,2,Female,Toddler (2-4)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,2,African American,2,Male,Toddler (2-4)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,7,Female,Child (5-9)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,9,Female,Pre-Teen (10-14)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,1,Asian,3,Female,Toddler (2-4)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,1,Asian,4,Male,Child (5-9)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,2,Hispanic,0,Male,Infant (0-1)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2019-01-01,Tarrant,Arlington,Child Protective Investigations,1,Hispanic,4,Female,Child (5-9)
2019-01-01,Titus,Tyler,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2019-01-01,Tom Green,Midland,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2019-01-01,Travis,Austin,Child Protective Investigations,1,African American,1,Female,Toddler (2-4)
2019-01-01,Travis,Austin,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2019-01-01,Travis,Austin,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2019-01-01,Travis,Austin,Day Care Investigations,1,Hispanic,6,Female,Child (5-9)
2019-01-01,Ward,Midland,Child Protective Investigations,1,Hispanic,4,Male,Child (5-9)
2019-01-01,Webb,Edinburg,Child Protective Investigations,1,Hispanic,2,Female,Toddler (2-4)
2019-01-01,Wharton,Houston,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2019-01-01,Wichita,Abilene,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2019-01-01,Wichita,Abilene,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2019-01-01,Wichita,Abilene,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2019-01-01,Williamson,Austin,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2019-01-01,Williamson,Austin,Child Protective Investigations,1,Anglo,16,Male,Teen (15-17)
2019-01-01,Williamson,Austin,Child Protective Investigations,1,Hispanic,16,Female,Teen (15-17)
2019-01-01,Wood,Tyler,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2019-01-01,Wood,Tyler,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2018-01-01,Angelina,Beaumont,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2018-01-01,Angelina,Beaumont,Child Protective Investigations,1,African American,3,Female,Toddler (2-4)
2018-01-01,Aransas,Edinburg,Child Protective Investigations,1,Anglo,14,Male,Teen (15-17)
2018-01-01,Bastrop,Austin,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2018-01-01,Bastrop,Austin,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2018-01-01,Bell,Austin,Child Protective Investigations,1,Anglo,13,Female,Pre-Teen (10-14)
2018-01-01,Bexar,San Antonio,Child Protective Investigations,1,Anglo,4,Male,Child (5-9)
2018-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2018-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2018-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2018-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,4,Female,Child (5-9)
2018-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,4,Male,Child (5-9)
2018-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,10,Female,Pre-Teen (10-14)
2018-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,11,Female,Pre-Teen (10-14)
2018-01-01,Bexar,San Antonio,Child Protective Investigations,1,Hispanic,14,Male,Teen (15-17)
2018-01-01,Bowie,Tyler,Child Protective Investigations,1,African American,4,Male,Child (5-9)
2018-01-01,Brazoria,Houston,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2018-01-01,Brazoria,Houston,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2018-01-01,Brazoria,Houston,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2018-01-01,Brazoria,Houston,Child Protective Investigations,1,Unknown,2,Male,Toddler (2-4)
2018-01-01,Brazos,Austin,Child Protective Investigations,1,African American,3,Female,Toddler (2-4)
2018-01-01,Brazos,Austin,Child Protective Investigations,1,Unknown,1,Male,Toddler (2-4)
2018-01-01,Collin,Arlington,Child Protective Investigations,1,African American,5,Female,Child (5-9)
2018-01-01,Collin,Arlington,Child Protective Investigations,1,Other,3,Female,Toddler (2-4)
2018-01-01,Comal,San Antonio,Child Protective Investigations,1,Unknown,0,Male,Infant (0-1)
2018-01-01,Cooke,Arlington,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2018-01-01,Cooke,Arlington,Child Protective Investigations,1,Anglo,5,Female,Child (5-9)
2018-01-01,Cooke,Arlington,Child Protective Investigations,1,Hispanic,5,Female,Child (5-9)
2018-01-01,Dallas,Arlington,Child Protective Investigations,2,African American,0,Female,Infant (0-1)
2018-01-01,Dallas,Arlington,Child Protective Investigations,4,African American,0,Male,Infant (0-1)
2018-01-01,Dallas,Arlington,Child Protective Investigations,2,African American,1,Female,Toddler (2-4)
2018-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,8,Male,Child (5-9)
2018-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,9,Female,Pre-Teen (10-14)
2018-01-01,Dallas,Arlington,Child Protective Investigations,1,African American,13,Female,Pre-Teen (10-14)
2018-01-01,Dallas,Arlington,Child Protective Investigations,1,Anglo,8,Male,Child (5-9)
2018-01-01,Dallas,Arlington,Child Protective Investigations,3,Hispanic,0,Male,Infant (0-1)
2018-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2018-01-01,Dallas,Arlington,Child Protective Investigations,1,Hispanic,11,Male,Pre-Teen (10-14)
2018-01-01,Dallas,Arlington,Child Protective Investigations,1,Unknown,3,Female,Toddler (2-4)
2018-01-01,Dallas,Arlington,Child Protective Investigations,1,Unknown,10,Male,Pre-Teen (10-14)
2018-01-01,Denton,Arlington,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2018-01-01,Denton,Arlington,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2018-01-01,Ector,Midland,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2018-01-01,Ector,Midland,Child Protective Investigations,1,Unknown,2,Male,Toddler (2-4)
2018-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2018-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2018-01-01,El Paso,El Paso,Child Protective Investigations,1,Hispanic,15,Male,Teen (15-17)
2018-01-01,El Paso,El Paso,Child Protective Investigations,1,Unknown,0,Female,Infant (0-1)
2018-01-01,Ellis,Arlington,Child Protective Investigations,2,Anglo,0,Female,Infant (0-1)
2018-01-01,Fort Bend,Houston,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2018-01-01,Fort Bend,Houston,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2018-01-01,Galveston,Houston,Day Care Investigations,1,Anglo,0,Female,Infant (0-1)
2018-01-01,Galveston,Houston,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2018-01-01,Galveston,Houston,Child Protective Investigations,1,Anglo,2,Male,Toddler (2-4)
2018-01-01,Galveston,Houston,Child Protective Investigations,1,Unknown,3,Male,Toddler (2-4)
2018-01-01,Gregg,Tyler,Child Protective Investigations,1,African American,1,Female,Toddler (2-4)
2018-01-01,Gregg,Tyler,Child Protective Investigations,1,African American,11,Male,Pre-Teen (10-14)
2018-01-01,Gregg,Tyler,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2018-01-01,Hardin,Beaumont,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2018-01-01,Hardin,Beaumont,Child Protective Investigations,1,Anglo,2,Female,Toddler (2-4)
2018-01-01,Harris,Houston,Child Protective Investigations,3,African American,0,Female,Infant (0-1)
2018-01-01,Harris,Houston,Child Protective Investigations,3,African American,0,Male,Infant (0-1)
2018-01-01,Harris,Houston,Child Protective Investigations,1,African American,1,Female,Toddler (2-4)
2018-01-01,Harris,Houston,Child Protective Investigations,1,African American,1,Male,Toddler (2-4)
2018-01-01,Harris,Houston,Child Protective Investigations,3,African American,2,Female,Toddler (2-4)
2018-01-01,Harris,Houston,Child Protective Investigations,1,African American,2,Male,Toddler (2-4)
2018-01-01,Harris,Houston,Child Protective Investigations,2,African American,3,Female,Toddler (2-4)
2018-01-01,Harris,Houston,Day Care Investigations,1,African American,3,Male,Toddler (2-4)
2018-01-01,Harris,Houston,Child Protective Investigations,1,African American,3,Male,Toddler (2-4)
2018-01-01,Harris,Houston,Child Protective Investigations,1,African American,6,Male,Child (5-9)
2018-01-01,Harris,Houston,Child Protective Investigations,2,African American,8,Male,Child (5-9)
2018-01-01,Harris,Houston,Child Protective Investigations,1,African American,10,Male,Pre-Teen (10-14)
2018-01-01,Harris,Houston,Child Protective Investigations,1,African American,17,Female,Teen (15-17)
2018-01-01,Harris,Houston,Child Protective Investigations,1,African American,17,Male,Teen (15-17)
2018-01-01,Harris,Houston,Child Protective Investigations,2,Anglo,0,Female,Infant (0-1)
2018-01-01,Harris,Houston,Day Care Investigations,2,Anglo,0,Male,Infant (0-1)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Anglo,5,Female,Child (5-9)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Asian,0,Male,Infant (0-1)
2018-01-01,Harris,Houston,Child Protective Investigations,2,Hispanic,0,Female,Infant (0-1)
2018-01-01,Harris,Houston,Child Protective Investigations,3,Hispanic,0,Male,Infant (0-1)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,1,Male,Toddler (2-4)
2018-01-01,Harris,Houston,Child Protective Investigations,2,Hispanic,2,Female,Toddler (2-4)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,4,Male,Child (5-9)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,5,Male,Child (5-9)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,8,Female,Child (5-9)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,8,Male,Child (5-9)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,10,Male,Pre-Teen (10-14)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,12,Male,Pre-Teen (10-14)
2018-01-01,Harris,Houston,Child Protective Investigations,1,Hispanic,17,Female,Teen (15-17)
2018-01-01,Harrison,Tyler,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2018-01-01,Hays,Austin,Child Protective Investigations,1,Hispanic,10,Male,Pre-Teen (10-14)
2018-01-01,Hays,Austin,Child Protective Investigations,1,Other,1,Male,Toddler (2-4)
2018-01-01,Henderson,Tyler,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2018-01-01,Henderson,Tyler,Child Protective Investigations,1,Anglo,5,Female,Child (5-9)
2018-01-01,Henderson,Tyler,Child Protective Investigations,1,Anglo,7,Female,Child (5-9)
2018-01-01,Hidalgo,Edinburg,Child Protective Investigations,3,Hispanic,0,Female,Infant (0-1)
2018-01-01,Hidalgo,Edinburg,Day Care Investigations,1,Hispanic,0,Male,Infant (0-1)
2018-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2018-01-01,Hidalgo,Edinburg,Child Protective Investigations,1,Hispanic,5,Male,Child (5-9)
2018-01-01,Hunt,Arlington,Child Protective Investigations,1,African American,7,Male,Child (5-9)
2018-01-01,Hunt,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2018-01-01,Hunt,Arlington,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2018-01-01,Hutchinson,Lubbock,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2018-01-01,Jackson,San Antonio,Child Protective Investigations,1,Hispanic,10,Female,Pre-Teen (10-14)
2018-01-01,Jefferson,Beaumont,Child Protective Investigations,1,African American,2,Female,Toddler (2-4)
2018-01-01,Jefferson,Beaumont,Child Protective Investigations,1,African American,6,Male,Child (5-9)
2018-01-01,Jefferson,Beaumont,Child Protective Investigations,1,African American,12,Male,Pre-Teen (10-14)
2018-01-01,Jim Wells,Edinburg,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2018-01-01,Jim Wells,Edinburg,Child Protective Investigations,1,Hispanic,3,Male,Toddler (2-4)
2018-01-01,Johnson,Arlington,Child Protective Investigations,1,Anglo,0,Female,Infant (0-1)
2018-01-01,Johnson,Arlington,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2018-01-01,Johnson,Arlington,Child Protective Investigations,1,Anglo,9,Female,Pre-Teen (10-14)
2018-01-01,Kendall,San Antonio,Child Protective Investigations,1,Hispanic,5,Female,Child (5-9)
2018-01-01,Liberty,Houston,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2018-01-01,Liberty,Houston,Child Protective Investigations,1,Anglo,4,Male,Child (5-9)
2018-01-01,Lubbock,Lubbock,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2018-01-01,Maverick,San Antonio,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2018-01-01,McLennan,Austin,Child Protective Investigations,1,African American,3,Female,Toddler (2-4)
2018-01-01,McLennan,Austin,Child Protective Investigations,1,Anglo,1,Female,Toddler (2-4)
2018-01-01,McLennan,Austin,Child Protective Investigations,1,Anglo,3,Male,Toddler (2-4)
2018-01-01,McLennan,Austin,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2018-01-01,McLennan,Austin,Child Protective Investigations,1,Other,0,Female,Infant (0-1)
2018-01-01,Midland,Midland,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2018-01-01,Montgomery,Houston,Child Protective Investigations,1,Anglo,1,Male,Toddler (2-4)
2018-01-01,Montgomery,Houston,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2018-01-01,Montgomery,Houston,Child Protective Investigations,1,Hispanic,2,Female,Toddler (2-4)
2018-01-01,Montgomery,Houston,Day Care Investigations,1,Unknown,0,Female,Infant (0-1)
2018-01-01,Nacogdoches,Beaumont,Child Protective Investigations,1,African American,0,Female,Infant (0-1)
2018-01-01,Navarro,Arlington,Child Protective Investigations,1,Hispanic,0,Male,Infant (0-1)
2018-01-01,Nueces,Edinburg,Child Protective Investigations,3,Hispanic,0,Male,Infant (0-1)
2018-01-01,Nueces,Edinburg,Child Protective Investigations,1,Hispanic,1,Female,Toddler (2-4)
2018-01-01,Nueces,Edinburg,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2018-01-01,Nueces,Edinburg,Child Protective Investigations,1,Hispanic,4,Male,Child (5-9)
2018-01-01,Orange,Beaumont,Child Protective Investigations,1,Anglo,7,Male,Child (5-9)
2018-01-01,Palo Pinto,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2018-01-01,Palo Pinto,Arlington,Child Protective Investigations,1,Anglo,8,Female,Child (5-9)
2018-01-01,Parker,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
2018-01-01,Parker,Arlington,Child Protective Investigations,1,Anglo,4,Female,Child (5-9)
2018-01-01,Potter,Lubbock,Child Protective Investigations,1,African American,0,Male,Infant (0-1)
2018-01-01,Potter,Lubbock,Child Protective Investigations,1,Hispanic,12,Male,Pre-Teen (10-14)
2018-01-01,Potter,Lubbock,Child Protective Investigations,1,Hispanic,17,Female,Teen (15-17)
2018-01-01,Rusk,Tyler,Child Protective Investigations,1,African American,2,Male,Toddler (2-4)
2018-01-01,Smith,Tyler,Child Protective Investigations,1,African American,2,Male,Toddler (2-4)
2018-01-01,Smith,Tyler,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2018-01-01,Somervell,Arlington,Child Protective Investigations,1,Hispanic,0,Female,Infant (0-1)
2018-01-01,Somervell,Arlington,Child Protective Investigations,1,Hispanic,2,Male,Toddler (2-4)
2018-01-01,Tarrant,Arlington,Day Care Investigations,1,African American,0,Male,Infant (0-1)
2018-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,2,Male,Toddler (2-4)
2018-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,5,Male,Child (5-9)
2018-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,6,Male,Child (5-9)
2018-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,7,Male,Child (5-9)
2018-01-01,Tarrant,Arlington,Child Protective Investigations,1,African American,10,Female,Pre-Teen (10-14)
2018-01-01,Tarrant,Arlington,Child Protective Investigations,1,Anglo,0,Male,Infant (0-1)
