Fiscal Year,County,Region,Program,Abuse Neglect Fatalities,Race Ethnicity,Age,Gender
2018,Parker,3-Arlington,Child Protective Investigations,1,Anglo,4,Female
2018,Potter,1-Lubbock,Child Protective Investigations,1,African American,0,Male
2018,Potter,1-Lubbock,Child Protective Investigations,1,Hispanic,12,Male
2018,Potter,1-Lubbock,Child Protective Investigations,1,Hispanic,17,Female
2018,Rusk,4-Tyler,Child Protective Investigations,1,African American,2,Male
2018,Smith,4-Tyler,Child Protective Investigations,1,African American,2,Male
2018,Smith,4-Tyler,Child Protective Investigations,1,Hispanic,0,Female
2018,Somervell,3-Arlington,Child Protective Investigations,1,Hispanic,0,Female
2018,Somervell,3-Arlington,Child Protective Investigations,1,Hispanic,2,Male
2018,Tarrant,3-Arlington,Day Care Investigations,1,African American,0,Male
2018,Tarrant,3-Arlington,Child Protective Investigations,1,African American,2,Male
2018,Tarrant,3-Arlington,Child Protective Investigations,1,African American,5,Male
2018,Tarrant,3-Arlington,Child Protective Investigations,1,African American,6,Male
2018,Tarrant,3-Arlington,Child Protective Investigations,1,African American,7,Male
2018,Tarrant,3-Arlington,Child Protective Investigations,1,African American,10,Female
2018,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2018,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,1,Female
2018,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,4,Male
2018,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,5,Female
2018,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,6,Female
2018,Tarrant,3-Arlington,Child Protective Investigations,2,Anglo,8,Male
2018,Tarrant,3-Arlington,Child Protective Investigations,2,Anglo,9,Male
2018,Tarrant,3-Arlington,Child Protective Investigations,1,Hispanic,0,Female
2018,Tarrant,3-Arlington,Child Protective Investigations,1,Hispanic,0,Male
2018,Tarrant,3-Arlington,Child Protective Investigations,1,Hispanic,1,Female
2018,Tarrant,3-Arlington,Child Protective Investigations,2,Hispanic,1,Male
2018,Tarrant,3-Arlington,Child Protective Investigations,1,Hispanic,4,Male
2018,Taylor,2-Abilene,Child Protective Investigations,1,Anglo,0,Female
2018,Tom Green,9-Midland,Child Protective Investigations,1,Hispanic,1,Male
2018,Travis,7-Austin,Child Protective Investigations,1,Anglo,9,Female
2018,Travis,7-Austin,Child Protective Investigations,2,Hispanic,2,Male
2018,Upshur,4-Tyler,Child Protective Investigations,1,Anglo,0,Female
2018,Val Verde,8-San Antonio,Child Protective Investigations,1,Hispanic,0,Male
2018,Victoria,8-San Antonio,Child Protective Investigations,1,Anglo,12,Male
2018,Waller,6-Houston,Child Protective Investigations,1,African American,3,Male
2018,Webb,11-Edinburg,Child Protective Investigations,1,Hispanic,1,Female
2018,Webb,11-Edinburg,Child Protective Investigations,2,Hispanic,1,Male
2018,Wharton,6-Houston,Child Protective Investigations,1,Hispanic,0,Male
2018,Willacy,11-Edinburg,Day Care Investigations,1,Hispanic,0,Female
2018,Williamson,7-Austin,Child Protective Investigations,1,Anglo,0,Female
2018,Williamson,7-Austin,Child Protective Investigations,1,Anglo,1,Male
2017,Angelina,5-Beaumont,Child Protective Investigations,1,African American,1,Female
2017,Bell,7-Austin,Day Care Investigations,1,African American,0,Male
2017,Bell,7-Austin,Day Care Investigations,1,African American,1,Male
2017,Bell,7-Austin,Child Protective Investigations,1,Anglo,0,Male
2017,Bell,7-Austin,Child Protective Investigations,1,Other,2,Male
2017,Bexar,8-San Antonio,Child Protective Investigations,1,African American,1,Female
2017,Bexar,8-San Antonio,Child Protective Investigations,1,African American,2,Female
2017,Bexar,8-San Antonio,Child Protective Investigations,1,Anglo,3,Male
2017,Bexar,8-San Antonio,Child Protective Investigations,1,Anglo,11,Female
2017,Bexar,8-San Antonio,Child Protective Investigations,2,Hispanic,0,Male
2017,Bexar,8-San Antonio,Child Protective Investigations,1,Hispanic,1,Female
2017,Bexar,8-San Antonio,Child Protective Investigations,1,Hispanic,15,Female
2017,Bowie,4-Tyler,Child Protective Investigations,1,Anglo,0,Male
2017,Brazoria,6-Houston,Child Protective Investigations,2,African American,0,Male
2017,Brazoria,6-Houston,Child Protective Investigations,1,Anglo,2,Male
2017,Brazos,7-Austin,Child Protective Investigations,1,Hispanic,1,Male
2017,Brown,2-Abilene,Child Protective Investigations,1,Anglo,0,Male
2017,Cameron,11-Edinburg,Child Protective Investigations,1,Hispanic,2,Female
2017,Camp,4-Tyler,Child Protective Investigations,1,Hispanic,10,Male
2017,Cherokee,4-Tyler,Child Protective Investigations,1,Unknown,0,Male
2017,Collin,3-Arlington,Child Protective Investigations,1,African American,0,Female
2017,Collin,3-Arlington,Child Protective Investigations,1,Anglo,3,Female
2017,Collin,3-Arlington,Child Protective Investigations,1,Asian,6,Male
2017,Collin,3-Arlington,Child Protective Investigations,1,Unknown,12,Male
2017,Coryell,7-Austin,Day Care Investigations,1,Anglo,0,Male
2017,Dallas,3-Arlington,Child Protective Investigations,1,African American,0,Male
2017,Dallas,3-Arlington,Child Protective Investigations,1,African American,1,Female
2017,Dallas,3-Arlington,Child Protective Investigations,1,African American,4,Male
2017,Dallas,3-Arlington,Child Protective Investigations,1,African American,10,Female
2017,Dallas,3-Arlington,Child Protective Investigations,1,Hispanic,0,Male
2017,Dallas,3-Arlington,Child Protective Investigations,1,Hispanic,1,Female
2017,Dallas,3-Arlington,Child Protective Investigations,1,Hispanic,4,Male
2017,Dimmit,8-San Antonio,Child Protective Investigations,1,African American,1,Female
2017,Eastland,2-Abilene,Child Protective Investigations,1,Anglo,0,Male
2017,El Paso,10-El Paso,Child Protective Investigations,2,Hispanic,0,Female
2017,El Paso,10-El Paso,Child Protective Investigations,1,Hispanic,0,Male
2017,El Paso,10-El Paso,Residential Child Care Investigations,1,Hispanic,0,Male
2017,El Paso,10-El Paso,Child Protective Investigations,1,Hispanic,2,Male
2017,El Paso,10-El Paso,Child Protective Investigations,1,Hispanic,4,Male
2017,El Paso,10-El Paso,Child Protective Investigations,1,Hispanic,7,Female
2017,Ellis,3-Arlington,Child Protective Investigations,1,Anglo,0,Female
2017,Ellis,3-Arlington,Child Protective Investigations,1,Anglo,2,Male
2017,Falls,7-Austin,Child Protective Investigations,1,Other,0,Female
2017,Fannin,3-Arlington,Child Protective Investigations,1,Anglo,0,Unknown
2017,Fort Bend,6-Houston,Child Protective Investigations,1,Anglo,0,Male
2017,Galveston,6-Houston,Child Protective Investigations,1,Anglo,2,Male
2017,Galveston,6-Houston,Child Protective Investigations,1,Hispanic,0,Female
2017,Gregg,4-Tyler,Child Protective Investigations,1,Anglo,2,Male
2017,Grimes,7-Austin,Child Protective Investigations,1,African American,7,Female
2017,Guadalupe,8-San Antonio,Child Protective Investigations,1,Anglo,0,Male
2017,Guadalupe,8-San Antonio,Child Protective Investigations,1,Anglo,1,Female
2017,Harris,6-Houston,Child Protective Investigations,5,African American,0,Male
2017,Harris,6-Houston,Child Protective Investigations,1,African American,2,Male
2017,Harris,6-Houston,Child Protective Investigations,2,African American,3,Male
2017,Harris,6-Houston,Child Protective Investigations,2,African American,4,Female
2017,Harris,6-Houston,Residential Child Care Investigations,1,African American,17,Female
2017,Harris,6-Houston,Child Protective Investigations,2,Anglo,0,Male
2017,Harris,6-Houston,Child Protective Investigations,1,Anglo,2,Unknown
2017,Harris,6-Houston,Child Protective Investigations,1,Anglo,3,Male
2017,Harris,6-Houston,Child Protective Investigations,1,Asian,0,Male
2017,Harris,6-Houston,Child Protective Investigations,1,Asian,3,Female
2017,Harris,6-Houston,Child Protective Investigations,1,Hispanic,0,Male
2017,Harris,6-Houston,Child Protective Investigations,1,Hispanic,1,Female
2017,Harris,6-Houston,Child Protective Investigations,1,Hispanic,2,Male
2017,Harris,6-Houston,Child Protective Investigations,1,Hispanic,5,Female
2017,Harris,6-Houston,Child Protective Investigations,1,Hispanic,5,Male
2017,Harris,6-Houston,Child Protective Investigations,1,Hispanic,7,Male
2017,Harris,6-Houston,Child Protective Investigations,1,Hispanic,8,Female
2017,Harris,6-Houston,Child Protective Investigations,1,Hispanic,8,Male
2017,Harris,6-Houston,Child Protective Investigations,1,Hispanic,16,Female
2017,Harris,6-Houston,Child Protective Investigations,1,Hispanic,16,Male
2017,Harris,6-Houston,Child Protective Investigations,1,Other,2,Female
2017,Harris,6-Houston,Child Protective Investigations,1,Unknown,2,Male
2017,Harris,6-Houston,Child Protective Investigations,1,Unknown,9,Male
2017,Harrison,4-Tyler,Child Protective Investigations,1,Anglo,1,Male
2017,Hays,7-Austin,Day Care Investigations,1,Anglo,0,Male
2017,Hidalgo,11-Edinburg,Child Protective Investigations,2,Hispanic,0,Female
2017,Hidalgo,11-Edinburg,Child Protective Investigations,1,Hispanic,0,Male
2017,Hidalgo,11-Edinburg,Child Protective Investigations,1,Hispanic,1,Female
2017,Hidalgo,11-Edinburg,Child Protective Investigations,2,Hispanic,1,Male
2017,Hidalgo,11-Edinburg,Child Protective Investigations,1,Hispanic,5,Male
2017,Hidalgo,11-Edinburg,Child Protective Investigations,1,Hispanic,6,Female
2017,Hidalgo,11-Edinburg,Child Protective Investigations,1,Hispanic,16,Female
2017,Hill,7-Austin,Child Protective Investigations,1,Anglo,15,Female
2017,Hood,3-Arlington,Child Protective Investigations,1,Anglo,10,Female
2017,Hunt,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2017,Jack,2-Abilene,Child Protective Investigations,1,Anglo,17,Male
2017,Jefferson,5-Beaumont,Child Protective Investigations,1,African American,0,Female
2017,Jefferson,5-Beaumont,Child Protective Investigations,2,African American,0,Male
2017,Jefferson,5-Beaumont,Child Protective Investigations,1,African American,10,Male
2017,Johnson,3-Arlington,Child Protective Investigations,1,Anglo,1,Male
2017,Johnson,3-Arlington,Child Protective Investigations,1,Anglo,2,Male
2017,Johnson,3-Arlington,Child Protective Investigations,1,Hispanic,0,Male
2017,Johnson,3-Arlington,Child Protective Investigations,1,Hispanic,1,Female
2017,Jones,2-Abilene,Child Protective Investigations,1,Hispanic,0,Female
2017,Kerr,8-San Antonio,Child Protective Investigations,1,Anglo,1,Female
2017,Kerr,8-San Antonio,Child Protective Investigations,1,Anglo,2,Female
2017,Lampasas,7-Austin,Day Care Investigations,1,Anglo,0,Female
2017,Liberty,6-Houston,Child Protective Investigations,1,Anglo,1,Male
2017,Liberty,6-Houston,Child Protective Investigations,1,Anglo,8,Male
2017,Lubbock,1-Lubbock,Child Protective Investigations,1,Native American,0,Female
2017,Marion,4-Tyler,Child Protective Investigations,1,Anglo,0,Male
2017,Maverick,8-San Antonio,Child Protective Investigations,1,Hispanic,8,Male
2017,McLennan,7-Austin,Child Protective Investigations,1,African American,15,Female
2017,McLennan,7-Austin,Child Protective Investigations,1,African American,16,Male
2017,Midland,9-Midland,Child Protective Investigations,1,African American,0,Male
2017,Montague,2-Abilene,Child Protective Investigations,1,Anglo,0,Male
2017,Montgomery,6-Houston,Child Protective Investigations,1,African American,4,Female
2017,Montgomery,6-Houston,Child Protective Investigations,1,African American,14,Female
2017,Montgomery,6-Houston,Child Protective Investigations,1,Anglo,0,Male
2017,Morris,4-Tyler,Child Protective Investigations,1,African American,15,Male
2017,Navarro,3-Arlington,Child Protective Investigations,1,Anglo,8,Female
2017,Nueces,11-Edinburg,Child Protective Investigations,1,Anglo,1,Male
2017,Nueces,11-Edinburg,Child Protective Investigations,1,Anglo,2,Male
2017,Nueces,11-Edinburg,Child Protective Investigations,1,Hispanic,11,Female
2017,Nueces,11-Edinburg,Child Protective Investigations,1,Hispanic,12,Female
2017,Palo Pinto,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2017,Panola,4-Tyler,Child Protective Investigations,2,Anglo,1,Male
2017,Parker,3-Arlington,Child Protective Investigations,1,Anglo,2,Female
2017,Parker,3-Arlington,Child Protective Investigations,1,Hispanic,1,Male
2017,Parker,3-Arlington,Day Care Investigations,1,Other,0,Male
2017,Potter,1-Lubbock,Child Protective Investigations,1,African American,0,Female
2017,Potter,1-Lubbock,Child Protective Investigations,1,Anglo,4,Male
2017,Potter,1-Lubbock,Child Protective Investigations,1,Anglo,5,Female
2017,Potter,1-Lubbock,Child Protective Investigations,1,Anglo,8,Male
2017,Red River,4-Tyler,Child Protective Investigations,1,African American,0,Male
2017,Shelby,5-Beaumont,Day Care Investigations,1,Anglo,0,Male
2017,Smith,4-Tyler,Child Protective Investigations,1,Anglo,1,Male
2017,Starr,11-Edinburg,Child Protective Investigations,1,Hispanic,1,Male
2017,Tarrant,3-Arlington,Child Protective Investigations,1,African American,0,Female
2017,Tarrant,3-Arlington,Child Protective Investigations,2,African American,0,Male
2017,Tarrant,3-Arlington,Child Protective Investigations,2,African American,2,Male
2017,Tarrant,3-Arlington,Child Protective Investigations,1,African American,3,Male
2017,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,0,Female
2017,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2017,Tarrant,3-Arlington,Child Protective Investigations,1,Asian,0,Female
2017,Tarrant,3-Arlington,Child Protective Investigations,1,Hispanic,0,Female
2017,Taylor,2-Abilene,Child Protective Investigations,1,African American,0,Female
2017,Tom Green,9-Midland,Child Protective Investigations,1,Hispanic,3,Male
2017,Tom Green,9-Midland,Child Protective Investigations,1,Unknown,2,Female
2017,Travis,7-Austin,Child Protective Investigations,1,African American,0,Male
2017,Travis,7-Austin,Child Protective Investigations,1,Anglo,0,Male
2017,Travis,7-Austin,Child Protective Investigations,1,Anglo,1,Male
2017,Travis,7-Austin,Child Protective Investigations,1,Hispanic,0,Male
2017,Travis,7-Austin,Child Protective Investigations,1,Hispanic,2,Female
2017,Travis,7-Austin,Child Protective Investigations,1,Hispanic,2,Male
2017,Travis,7-Austin,Child Protective Investigations,1,Hispanic,5,Female
2017,Upshur,4-Tyler,Child Protective Investigations,1,Hispanic,0,Male
2017,Victoria,8-San Antonio,Child Protective Investigations,1,Hispanic,0,Male
2017,Ward,9-Midland,Child Protective Investigations,1,Hispanic,2,Female
2017,Wichita,2-Abilene,Child Protective Investigations,1,African American,4,Female
2017,Williamson,7-Austin,Child Protective Investigations,1,Anglo,4,Male
2017,Wise,3-Arlington,Child Protective Investigations,1,Anglo,1,Female
2017,Wood,4-Tyler,Child Protective Investigations,1,Anglo,2,Male
2016,Angelina,5-Beaumont,Child Protective Investigations,1,African American,0,Female
2016,Bailey,1-Lubbock,Child Protective Investigations,1,Hispanic,1,Female
2016,Bastrop,7-Austin,Child Protective Investigations,1,Anglo,0,Male
2016,Bastrop,7-Austin,Child Protective Investigations,1,Hispanic,3,Male
2016,Bell,7-Austin,Child Protective Investigations,1,Anglo,0,Male
2016,Bell,7-Austin,Child Protective Investigations,1,Anglo,2,Female
2016,Bell,7-Austin,Child Protective Investigations,1,Anglo,2,Male
2016,Bexar,8-San Antonio,Child Protective Investigations,1,African American,0,Male
2016,Bexar,8-San Antonio,Child Protective Investigations,1,African American,2,Male
2016,Bexar,8-San Antonio,Child Protective Investigations,2,Hispanic,0,Female
2016,Bexar,8-San Antonio,Child Protective Investigations,4,Hispanic,0,Male
2016,Bexar,8-San Antonio,Child Protective Investigations,1,Hispanic,2,Female
2016,Bexar,8-San Antonio,Child Protective Investigations,1,Hispanic,4,Unknown
2016,Bexar,8-San Antonio,Child Protective Investigations,1,Other,0,Male
2016,Blanco,7-Austin,Child Protective Investigations,1,Anglo,1,Female
2016,Bowie,4-Tyler,Child Protective Investigations,2,African American,2,Male
2016,Brazoria,6-Houston,Child Protective Investigations,1,African American,1,Female
2016,Brazoria,6-Houston,Child Protective Investigations,1,Anglo,0,Male
2016,Brown,2-Abilene,Child Protective Investigations,1,Unknown,0,Male
2016,Callahan,2-Abilene,Child Protective Investigations,1,Anglo,0,Female
2016,Cameron,11-Edinburg,Child Protective Investigations,1,Anglo,0,Male
2016,Cameron,11-Edinburg,Child Protective Investigations,3,Hispanic,0,Male
2016,Childress,1-Lubbock,Child Protective Investigations,1,African American,0,Male
2016,Clay,2-Abilene,Child Protective Investigations,1,Hispanic,3,Male
2016,Collin,3-Arlington,Child Protective Investigations,1,Anglo,0,Female
2016,Collin,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2016,Collin,3-Arlington,Child Protective Investigations,1,Anglo,13,Male
2016,Collin,3-Arlington,Child Protective Investigations,1,Unknown,4,Male
2016,Comal,8-San Antonio,Child Protective Investigations,1,Anglo,0,Male
2016,Coryell,7-Austin,Child Protective Investigations,1,Anglo,2,Male
2016,Crosby,1-Lubbock,Child Protective Investigations,1,Hispanic,0,Male
2016,Dallas,3-Arlington,Child Protective Investigations,2,African American,0,Female
2016,Dallas,3-Arlington,Child Protective Investigations,3,African American,0,Male
2016,Dallas,3-Arlington,Child Protective Investigations,1,African American,1,Female
2016,Dallas,3-Arlington,Child Protective Investigations,1,African American,2,Female
2016,Dallas,3-Arlington,Child Protective Investigations,1,African American,2,Male
2016,Dallas,3-Arlington,Child Protective Investigations,1,African American,5,Female
2016,Dallas,3-Arlington,Child Protective Investigations,1,African American,5,Male
2016,Dallas,3-Arlington,Child Protective Investigations,1,African American,7,Female
2016,Dallas,3-Arlington,Child Protective Investigations,1,African American,11,Female
2016,Dallas,3-Arlington,Child Protective Investigations,2,African American,11,Male
2016,Dallas,3-Arlington,Child Protective Investigations,1,African American,16,Female
2016,Dallas,3-Arlington,Child Protective Investigations,1,Anglo,6,Male
2016,Dallas,3-Arlington,Child Protective Investigations,1,Asian,2,Male
2016,Dallas,3-Arlington,Day Care Investigations,1,Hispanic,0,Female
2016,Dallas,3-Arlington,Child Protective Investigations,2,Hispanic,0,Female
2016,Dallas,3-Arlington,Child Protective Investigations,1,Hispanic,0,Male
2016,Dallas,3-Arlington,Child Protective Investigations,1,Hispanic,3,Male
2016,Dallas,3-Arlington,Child Protective Investigations,1,Hispanic,4,Female
2016,Dallas,3-Arlington,Child Protective Investigations,1,Hispanic,16,Male
2016,Dawson,9-Midland,Child Protective Investigations,1,Hispanic,0,Male
2016,Denton,3-Arlington,Day Care Investigations,1,African American,0,Male
2016,Denton,3-Arlington,Child Protective Investigations,1,Anglo,4,Male
2016,Denton,3-Arlington,Child Protective Investigations,1,Anglo,15,Male
2016,Dimmit,8-San Antonio,Child Protective Investigations,1,Hispanic,6,Female
2016,Eastland,2-Abilene,Child Protective Investigations,1,Hispanic,0,Male
2016,Ector,9-Midland,Day Care Investigations,1,Hispanic,0,Male
2016,Ector,9-Midland,Child Protective Investigations,1,Hispanic,9,Male
2016,El Paso,10-El Paso,Child Protective Investigations,1,African American,1,Female
2016,El Paso,10-El Paso,Child Protective Investigations,1,Hispanic,0,Male
2016,Ellis,3-Arlington,Child Protective Investigations,1,Hispanic,2,Male
2016,Erath,3-Arlington,Child Protective Investigations,1,Anglo,5,Female
2016,Fannin,3-Arlington,Child Protective Investigations,1,Hispanic,12,Male
2016,Fort Bend,6-Houston,Day Care Investigations,1,African American,0,Male
2016,Fort Bend,6-Houston,Child Protective Investigations,1,Anglo,2,Male
2016,Fort Bend,6-Houston,Child Protective Investigations,1,Anglo,5,Female
2016,Fort Bend,6-Houston,Child Protective Investigations,1,Anglo,17,Female
2016,Fort Bend,6-Houston,Child Protective Investigations,1,Hispanic,3,Male
2016,Franklin,4-Tyler,Child Protective Investigations,1,Anglo,6,Male
2016,Frio,8-San Antonio,Child Protective Investigations,1,Hispanic,1,Male
2016,Galveston,6-Houston,Child Protective Investigations,1,African American,6,Female
2016,Galveston,6-Houston,Child Protective Investigations,1,Anglo,2,Female
2016,Galveston,6-Houston,Child Protective Investigations,1,Hispanic,5,Male
2016,Grayson,3-Arlington,Child Protective Investigations,1,Anglo,1,Male
2016,Grayson,3-Arlington,Child Protective Investigations,1,Anglo,2,Female
2016,Grayson,3-Arlington,Child Protective Investigations,1,Anglo,8,Male
2016,Grayson,3-Arlington,Child Protective Investigations,1,Anglo,9,Female
2016,Gregg,4-Tyler,Child Protective Investigations,1,Anglo,0,Female
2016,Gregg,4-Tyler,Child Protective Investigations,1,Anglo,2,Female
2016,Gregg,4-Tyler,Child Protective Investigations,1,Anglo,3,Male
2016,Guadalupe,8-San Antonio,Child Protective Investigations,1,Hispanic,17,Male
2016,Hale,1-Lubbock,Child Protective Investigations,1,Hispanic,0,Female
2016,Hardeman,2-Abilene,Child Protective Investigations,1,Anglo,1,Female
2016,Harris,6-Houston,Child Protective Investigations,1,African American,0,Female
2016,Harris,6-Houston,Child Protective Investigations,2,African American,0,Male
2016,Harris,6-Houston,Child Protective Investigations,1,African American,1,Female
2016,Harris,6-Houston,Child Protective Investigations,4,African American,1,Male
2016,Harris,6-Houston,Child Protective Investigations,2,African American,2,Male
2016,Harris,6-Houston,Child Protective Investigations,1,African American,3,Male
2016,Harris,6-Houston,Day Care Investigations,1,African American,4,Male
2016,Harris,6-Houston,Child Protective Investigations,2,African American,5,Female
2016,Harris,6-Houston,Child Protective Investigations,1,African American,7,Male
2016,Harris,6-Houston,Child Protective Investigations,1,African American,11,Male
2016,Harris,6-Houston,Child Protective Investigations,1,African American,14,Female
2016,Harris,6-Houston,Child Protective Investigations,1,African American,17,Male
2016,Harris,6-Houston,Child Protective Investigations,1,Anglo,0,Male
2016,Harris,6-Houston,Child Protective Investigations,1,Anglo,1,Male
2016,Harris,6-Houston,Child Protective Investigations,2,Anglo,2,Male
2016,Harris,6-Houston,Child Protective Investigations,1,Anglo,13,Female
2016,Harris,6-Houston,Child Protective Investigations,1,Asian,0,Female
2016,Harris,6-Houston,Day Care Investigations,1,Hispanic,0,Female
2016,Harris,6-Houston,Child Protective Investigations,2,Hispanic,0,Female
2016,Harris,6-Houston,Child Protective Investigations,1,Hispanic,0,Male
2016,Harris,6-Houston,Child Protective Investigations,2,Hispanic,1,Male
2016,Harris,6-Houston,Child Protective Investigations,1,Hispanic,3,Male
2016,Harris,6-Houston,Child Protective Investigations,1,Hispanic,4,Male
2016,Harris,6-Houston,Child Protective Investigations,2,Hispanic,5,Male
2016,Harris,6-Houston,Child Protective Investigations,1,Hispanic,7,Male
2016,Henderson,4-Tyler,Child Protective Investigations,1,African American,0,Female
2016,Henderson,4-Tyler,Child Protective Investigations,1,African American,0,Male
2016,Henderson,4-Tyler,Child Protective Investigations,1,Anglo,0,Male
2016,Hidalgo,11-Edinburg,Child Protective Investigations,2,Hispanic,0,Male
2016,Hidalgo,11-Edinburg,Child Protective Investigations,1,Hispanic,1,Female
2016,Hidalgo,11-Edinburg,Child Protective Investigations,2,Hispanic,1,Male
2016,Hood,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2016,Hunt,3-Arlington,Child Protective Investigations,1,Anglo,0,Female
2016,Hunt,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2016,Hunt,3-Arlington,Child Protective Investigations,1,Anglo,4,Male
2016,Hunt,3-Arlington,Child Protective Investigations,1,Hispanic,1,Male
2016,Jefferson,5-Beaumont,Child Protective Investigations,1,African American,0,Female
2016,Jefferson,5-Beaumont,Child Protective Investigations,1,African American,5,Female
2016,Jefferson,5-Beaumont,Child Protective Investigations,1,African American,5,Male
2016,Johnson,3-Arlington,Child Protective Investigations,1,African American,0,Male
2016,Kaufman,3-Arlington,Child Protective Investigations,1,Other,2,Female
2016,Kerr,8-San Antonio,Child Protective Investigations,1,Anglo,10,Male
2016,Lavaca,8-San Antonio,Child Protective Investigations,1,Anglo,0,Male
2016,Liberty,6-Houston,Child Protective Investigations,1,Anglo,1,Male
2016,Lubbock,1-Lubbock,Child Protective Investigations,1,African American,0,Female
2016,Lubbock,1-Lubbock,Child Protective Investigations,1,Anglo,0,Male
2016,Lubbock,1-Lubbock,Child Protective Investigations,1,Hispanic,4,Female
2016,Madison,7-Austin,Child Protective Investigations,1,Anglo,15,Female
2016,Marion,4-Tyler,Child Protective Investigations,1,African American,1,Female
2016,Marion,4-Tyler,Child Protective Investigations,1,Anglo,3,Male
2016,McCulloch,9-Midland,Child Protective Investigations,1,Hispanic,0,Female
2016,McLennan,7-Austin,Residential Child Care Investigations,1,Anglo,0,Female
2016,McLennan,7-Austin,Child Protective Investigations,1,Anglo,2,Male
2016,Montague,2-Abilene,Child Protective Investigations,1,Anglo,2,Male
2016,Montgomery,6-Houston,Child Protective Investigations,2,Anglo,0,Female
2016,Montgomery,6-Houston,Child Protective Investigations,1,Anglo,3,Female
2016,Nolan,2-Abilene,Child Protective Investigations,1,Hispanic,0,Male
2016,Nueces,11-Edinburg,Child Protective Investigations,1,African American,0,Female
2016,Nueces,11-Edinburg,Day Care Investigations,1,Anglo,0,Female
2016,Nueces,11-Edinburg,Child Protective Investigations,1,Anglo,0,Male
2016,Nueces,11-Edinburg,Child Protective Investigations,2,Hispanic,0,Male
2016,Nueces,11-Edinburg,Child Protective Investigations,1,Hispanic,10,Male
2016,Orange,5-Beaumont,Child Protective Investigations,1,Anglo,5,Male
2016,Parker,3-Arlington,Child Protective Investigations,1,Anglo,0,Female
2016,Parker,3-Arlington,Child Protective Investigations,1,Anglo,1,Male
2016,Potter,1-Lubbock,Child Protective Investigations,1,Anglo,0,Male
2016,Potter,1-Lubbock,Child Protective Investigations,1,Anglo,7,Female
2016,Potter,1-Lubbock,Day Care Investigations,1,Hispanic,0,Male
2016,Potter,1-Lubbock,Child Protective Investigations,1,Hispanic,2,Male
2016,San Patricio,11-Edinburg,Child Protective Investigations,1,Anglo,10,Female
2016,San Patricio,11-Edinburg,Child Protective Investigations,1,Hispanic,0,Male
2016,Shelby,5-Beaumont,Child Protective Investigations,1,Anglo,2,Female
2016,Smith,4-Tyler,Child Protective Investigations,1,Anglo,0,Male
2016,Smith,4-Tyler,Child Protective Investigations,1,Hispanic,0,Male
2016,Sutton,9-Midland,Child Protective Investigations,1,Hispanic,3,Male
2016,Tarrant,3-Arlington,Child Protective Investigations,1,African American,0,Female
2016,Tarrant,3-Arlington,Residential Child Care Investigations,1,African American,0,Female
2016,Tarrant,3-Arlington,Child Protective Investigations,2,African American,0,Male
2016,Tarrant,3-Arlington,Child Protective Investigations,1,African American,1,Male
2016,Tarrant,3-Arlington,Child Protective Investigations,2,African American,2,Male
2016,Tarrant,3-Arlington,Child Protective Investigations,1,African American,5,Female
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,0,Female
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,0,Male
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,1,Female
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,2,Female
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,5,Female
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,5,Male
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,7,Male
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Anglo,10,Male
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Asian,0,Female
2016,Tarrant,3-Arlington,Child Protective Investigations,2,Hispanic,2,Male
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Hispanic,3,Male
2016,Tarrant,3-Arlington,Child Protective Investigations,2,Hispanic,5,Male
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Hispanic,11,Female
2016,Tarrant,3-Arlington,Child Protective Investigations,1,Hispanic,16,Male
2016,Tom Green,9-Midland,Child Protective Investigations,1,African American,1,Male
2016,Uvalde,8-San Antonio,Child Protective Investigations,1,Hispanic,0,Male
2016,Uvalde,8-San Antonio,Child Protective Investigations,1,Hispanic,2,Male
2016,Van Zandt,4-Tyler,Child Protective Investigations,1,Anglo,2,Male
2016,Victoria,8-San Antonio,Child Protective Investigations,1,Anglo,1,Male
2016,Walker,6-Houston,Child Protective Investigations,1,African American,7,Male
2016,Walker,6-Houston,Child Protective Investigations,1,African American,8,Male
